lemma,form,rank,tier,count,forms
aufhören,aufhören,914,core,653,aufhören;aufgehört;aufzuhören;aufhört
verrückt,verrückt,915,core,652,verrückt
kamen,kamen,916,core,652,kamen
unbedingt,unbedingt,917,core,651,unbedingt
restaurant,restaurant,919,core,650,restaurant
laden,laden,923,core,645,laden;lud
aufgabe,aufgabe,924,core,644,aufgabe
regnen,regnet,926,core,643,regnet;regnen;regnete;geregnet
irgendwo,irgendwo,927,core,643,irgendwo
fernsehen,fernsehen,928,core,640,fernsehen
schwierigkeit,schwierigkeiten,929,core,639,schwierigkeiten
gefühl,gefühl,933,core,636,gefühl;gefühle
fliegen,fliegen,934,core,635,fliegen;fliege;flog;fliegt;geflogen
ach,ach,936,core,632,ach
entschuldigen,entschuldigen,937,core,632,entschuldigen;entschuldige;entschuldigt
danach,danach,938,core,631,danach
ruhig,ruhig,939,core,631,ruhig
thema,thema,941,core,631,thema;themen
zeitung,zeitung,942,core,630,zeitung;zeitungen
nett,nett,943,core,630,nett;netter
verstand,verstand,944,core,630,verstand
versprechen,versprochen,945,core,630,versprochen;versprechen;versprach;verspreche
klasse,klasse,949,core,628,klasse
leisten,leisten,950,core,627,leisten;geleistet
wahl,wahl,951,core,626,wahl
sonntag,sonntag,952,core,626,sonntag;sonntags
blick,blick,953,core,625,blick
ehe,ehe,954,core,624,ehe
party,party,955,core,622,party
führen,führen,957,core,621,führen;führt;führte;geführt;führe
firma,firma,958,core,621,firma
verkaufen,verkauft,959,core,620,verkauft;verkaufen
kochen,kochen,960,core,620,kochen;kocht;gekocht;koche
weh,weh,961,core,620,weh
gewonnen,gewonnen,962,core,619,gewonnen
verletzen,verletzt,963,core,619,verletzt;verletzen
fehlen,fehlt,964,core,619,fehlt;fehlen;fehlte;gefehlt
mehrere,mehrere,965,core,619,mehrere;mehreren
teuer,teuer,968,core,613,teuer;teurer
leiden,leiden,969,core,613,leiden;leidet
farbe,farbe,971,core,612,farbe;farben
gefährlich,gefährlich,972,core,611,gefährlich
hass,hasse,974,core,610,hasse;hass
schiff,schiff,975,core,610,schiff
seele,seele,976,core,609,seele
anfangen,angefangen,977,core,609,angefangen;anfangen;anfänger
bescheid,bescheid,979,core,608,bescheid
deshalb,deshalb,980,core,607,deshalb
körper,körper,982,core,604,körper
schmecken,schmeckt,983,core,604,schmeckt;schmecken;geschmeckt
schau,schau,985,core,603,schau
hauptstadt,hauptstadt,986,core,603,hauptstadt
freiheit,freiheit,987,core,602,freiheit
frühstück,frühstück,988,core,602,frühstück
miteinander,miteinander,989,core,602,miteinander
interessant,interessant,991,core,601,interessant;interessante;interessantes;interessanter
politiker,politiker,995,core,600,politiker
anfang,anfang,996,core,600,anfang;anfangs
urlaub,urlaub,997,core,599,urlaub
tanzen,tanzen,999,core,598,tanzen;tanzt
schloss,schloss,1000,core,598,schloss
nachbar,nachbarn,1002,core,594,nachbarn;nachbar
ausland,ausland,1005,core,593,ausland
eier,eier,1006,core,592,eier
wörterbuch,wörterbuch,1007,core,590,wörterbuch
ehrlich,ehrlich,1008,core,590,ehrlich
rot,rot,1010,core,590,rot;rote;roten;rotes
anrufen,anrufen,1017,core,587,anrufen;angerufen;anzurufen
frankreich,frankreich,1018,core,587,frankreich
vereinigt,vereinigten,1019,core,586,vereinigten
echt,echt,1020,core,586,echt;echte;echter
tasse,tasse,1024,core,585,tasse;tassen
bank,bank,1025,core,585,bank
lächeln,lächeln,1028,core,584,lächeln;lächelte;lächelt
erfahrung,erfahrung,1029,core,584,erfahrung;erfahrungen
jedoch,jedoch,1030,core,584,jedoch
funktionieren,funktioniert,1031,core,583,funktioniert;funktionieren
kirche,kirche,1033,core,583,kirche
strand,strand,1034,core,583,strand
geheimnis,geheimnis,1035,core,583,geheimnis;geheimnisse
geist,geist,1036,core,582,geist;geister
passen,passt,1037,core,582,passt;passen
gebäude,gebäude,1040,core,581,gebäude
oben,oben,1041,core,580,oben
nennen,nennen,1043,core,579,nennen;nennt;nannte;nenne
unmöglich,unmöglich,1045,core,578,unmöglich
regierung,regierung,1047,core,577,regierung
letzte,letztes,1048,core,577,letztes
lehrerin,lehrerin,1049,core,577,lehrerin
gesellschaft,gesellschaft,1050,core,576,gesellschaft
selber,selber,1052,core,572,selber;selben
gefängnis,gefängnis,1053,core,572,gefängnis
dagegen,dagegen,1054,core,572,dagegen
off,offen,1056,core,569,offen
onkel,onkel,1058,core,568,onkel
legen,legte,1059,core,568,legte;legen;legt;gelegt;leg;lege
chance,chance,1062,core,565,chance;chancen
bloß,bloß,1063,core,565,bloß
einladen,eingeladen,1065,core,564,eingeladen;einladen
lustig,lustig,1066,core,563,lustig
mühe,mühe,1067,core,562,mühe
wünsch,wünsche,1068,core,562,wünsche;wünschen
öffnen,öffnen,1069,core,562,öffnen;öffnete;geöffnet;öffnet;öffne
student,studenten,1070,core,562,studenten;student;studentin
see,see,1071,core,562,see
zahlen,zahlen,1074,core,558,zahlen;zahlt
traurig,traurig,1076,core,556,traurig
sobald,sobald,1077,core,554,sobald
schlossen,geschlossen,1081,core,550,geschlossen
brille,brille,1083,core,547,brille
folgen,folgen,1084,core,547,folgen;folge;folgt;folgte;gefolgt
vogel,vogel,1087,core,542,vogel
einander,einander,1089,core,541,einander
flugzeug,flugzeug,1091,core,540,flugzeug
hierher,hierher,1092,core,540,hierher
solange,solange,1094,core,538,solange
apfel,apfel,1095,core,538,apfel;äpfel
kino,kino,1098,core,531,kino
geschäft,geschäft,1099,core,531,geschäft;geschäfte
thomas,thomas,1100,core,531,thomas
weihnachten,weihnachten,1101,core,530,weihnachten
nase,nase,1102,core,530,nase
gefahr,gefahr,1103,core,529,gefahr
schrieb,schrieb,1104,core,529,schrieb
beantworten,beantworten,1105,core,529,beantworten;beantwortet
frieden,frieden,1106,core,528,frieden
jemals,jemals,1108,core,528,jemals
lügen,lügen,1109,core,526,lügen;lüge;lügt
ans,ans,1111,core,525,ans
eis,eis,1112,core,525,eis;eisen
mond,mond,1113,core,523,mond
schlaf,schlaf,1114,core,523,schlaf
europa,europa,1115,core,523,europa;europas
rau,raus,1116,core,523,raus
teufel,teufel,1117,core,523,teufel
lösung,lösung,1118,core,522,lösung
mut,mut,1119,core,522,mut
amerika,amerika,1120,core,521,amerika
verhalten,verhalten,1121,core,521,verhalten
spazieren,spazieren,1122,core,521,spazieren
vorstellen,vorstellen,1123,core,521,vorstellen
bibliothek,bibliothek,1124,core,520,bibliothek
studieren,studieren,1125,core,519,studieren;studiert;studiere
rufen,rief,1126,core,519,rief;rufen;rufe;ruft;gerufen
enttäuschen,enttäuscht,1127,core,517,enttäuscht
mittagessen,mittagessen,1128,core,517,mittagessen
übersetzung,übersetzung,1129,core,517,übersetzung;übersetzungen
hängen,hängt,1130,core,516,hängt;hängen
politik,politik,1131,core,515,politik
still,still,1133,core,511,still;stille
messer,messer,1134,core,510,messer
na,na,1136,core,509,na
finger,finger,1137,core,509,finger
kennenlernen,kennengelernt,1139,core,509,kennengelernt;kennenlernen;kennenzulernen
vögel,vögel,1140,core,508,vögel
mittag,mittag,1141,core,507,mittag
erkennen,erkennen,1142,core,506,erkennen;erkannte;erkannt;erkennt
beispiel,beispiel,1144,core,505,beispiel;beispiele
ruf,ruf,1147,core,503,ruf
trotzdem,trotzdem,1148,core,503,trotzdem
tennis,tennis,1150,core,501,tennis
zuck,zucker,1151,core,501,zucker
gelegenheit,gelegenheit,1155,core,497,gelegenheit
regeln,regeln,1156,core,496,regeln
angelegenheit,angelegenheit,1157,core,496,angelegenheit;angelegenheiten
kraft,kraft,1158,core,495,kraft;kräfte
entfernen,entfernt,1161,core,493,entfernt;entfernen
schicken,geschickt,1162,core,492,geschickt;schicken;schickte;schickt;schicke
krankheit,krankheit,1166,core,490,krankheit;krankheiten
großvater,großvater,1167,core,490,großvater
foto,foto,1170,core,487,foto;fotos
hundert,hundert,1172,core,486,hundert
süß,süß,1173,core,486,süß;süßes;süße
unternehmen,unternehmen,1174,core,485,unternehmen
leute,leuten,1175,core,484,leuten
schönheit,schönheit,1179,core,480,schönheit
ohr,ohren,1180,core,480,ohren;ohr
china,china,1181,core,480,china
schlagen,schlug,1182,core,480,schlug;geschlagen;schlagen;schlage;schlägt
nachts,nachts,1183,core,479,nachts
schließlich,schließlich,1186,core,478,schließlich
tief,tief,1187,core,478,tief;tiefe;tiefen
rücken,rücken,1188,core,477,rücken
erhalten,erhalten,1189,core,477,erhalten;erhielt
papa,papa,1190,core,477,papa
augenblick,augenblick,1192,core,476,augenblick
indem,indem,1193,core,475,indem
zuhaus,zuhause,1194,core,475,zuhause
deswegen,deswegen,1195,core,474,deswegen
klug,klug,1197,core,473,klug;klüger;kluge
stein,stein,1200,core,472,stein;steine
großmutter,großmutter,1201,core,472,großmutter
zweit,zweiten,1203,core,470,zweiten;zweite
feier,feier,1207,core,469,feier
küssen,küssen,1208,core,469,küssen;geküsst;küsste
vorsichtig,vorsichtig,1210,core,468,vorsichtig;vorsichtiger
zwanzig,zwanzig,1211,core,468,zwanzig
ungefähr,ungefähr,1212,core,468,ungefähr
schlief,schlief,1213,core,468,schlief
erledigen,erledigen,1214,core,468,erledigen;erledigt
gelten,gilt,1215,core,467,gilt
insel,insel,1216,core,467,insel
tränen,tränen,1217,core,466,tränen
schweigen,schweigen,1218,core,465,schweigen;schweigend
eben,eben,1219,core,465,eben
eindruck,eindruck,1220,core,464,eindruck
allzu,allzu,1221,core,464,allzu
kümmern,kümmern,1224,core,463,kümmern;kümmert;kümmere
aufgrund,aufgrund,1226,core,461,aufgrund
träum,träume,1227,core,460,träume;träumen
wirklichkeit,wirklichkeit,1228,core,460,wirklichkeit
kleidung,kleidung,1231,core,458,kleidung
wieso,wieso,1232,core,457,wieso
langweilig,langweilig,1233,core,457,langweilig
vergangenheit,vergangenheit,1234,core,457,vergangenheit
dame,dame,1235,core,457,dame;damen
entscheiden,entscheiden,1236,core,456,entscheiden;entschied
stets,stets,1237,core,456,stets
flughafen,flughafen,1238,core,456,flughafen
warm,warm,1239,core,456,warm
suppe,suppe,1240,core,454,suppe
hemd,hemd,1242,core,453,hemd
oktober,oktober,1243,core,452,oktober
schließen,schließen,1244,core,450,schließen;schließt;schließe
gesetz,gesetz,1245,core,450,gesetz;gesetze
pass,pass,1246,core,449,pass
mantel,mantel,1248,core,449,mantel
wand,wand,1249,core,449,wand
roman,roman,1250,core,448,roman;romane
feind,feind,1251,core,448,feind;feinde
unterhalten,unterhalten,1252,core,448,unterhalten;unterhielten
liste,liste,1253,core,448,liste
daher,daher,1256,core,446,daher
zweimal,zweimal,1257,core,446,zweimal
fürcht,fürchte,1258,core,446,fürchte;fürchten
normalerweise,normalerweise,1259,core,445,normalerweise
brücke,brücke,1260,core,445,brücke
zahn,zähne,1261,core,444,zähne;zahn
baby,baby,1262,core,444,baby
form,form,1264,core,443,form
freundlich,freundlich,1266,core,443,freundlich
klavier,klavier,1268,core,439,klavier
versuch,versuch,1270,core,439,versuch
sowohl,sowohl,1271,core,438,sowohl
schreibtisch,schreibtisch,1273,core,437,schreibtisch
rein,rein,1274,core,437,rein;reine
oh,oh,1275,core,436,oh
entschieden,entschieden,1276,core,436,entschieden
berg,berg,1277,core,436,berg;berge;bergen
euro,euro,1278,core,435,euro
hart,hart,1279,core,435,hart;harte
hallo,hallo,1280,core,435,hallo
hälfte,hälfte,1281,core,434,hälfte
leihen,leihen,1284,core,433,leihen;geliehen
verändert,verändert,1285,core,432,verändert
kaputt,kaputt,1286,core,432,kaputt
unterricht,unterricht,1287,core,431,unterricht
reichen,reichen,1288,core,431,reichen;reicht;reiche;reichte
flasche,flasche,1289,core,431,flasche;flaschen
schwarz,schwarz,1290,core,430,schwarz;schwarze;schwarzen
entschuldigung,entschuldigung,1291,core,429,entschuldigung
betrunken,betrunken,1292,core,429,betrunken
wählen,wählen,1293,core,428,wählen;gewählt
tatsächlich,tatsächlich,1294,core,428,tatsächlich
gesund,gesund,1296,core,428,gesund
trotz,trotz,1298,core,427,trotz
fühl,fühlen,1300,core,426,fühlen
gestellt,gestellt,1301,core,425,gestellt
london,london,1302,core,424,london
stuhl,stuhl,1303,core,424,stuhl
koffer,koffer,1304,core,424,koffer
volk,volk,1305,core,424,volk;volkes;völker
verbringen,verbringen,1306,core,422,verbringen;verbrachte;verbringt
leer,leer,1308,core,422,leer;leere;leeren
fort,fort,1310,core,421,fort
werfen,warf,1311,core,421,warf;werfen;geworfen;wirf;wirft
bedeutung,bedeutung,1312,core,421,bedeutung
geduld,geduld,1313,core,420,geduld
besitzen,besitzt,1314,core,419,besitzt;besitzen;besitzer
blut,blut,1315,core,419,blut
dunkel,dunkel,1317,core,418,dunkel;dunklen
schicksal,schicksal,1318,core,418,schicksal
vorschlag,vorschlag,1319,core,417,vorschlag
klingen,klingt,1320,core,417,klingt
million,millionen,1321,core,417,millionen;million
schauen,schauen,1323,core,417,schauen;schaute;schaut;schaue;schaust
eichhörnchen,eichhörnchen,1326,core,417,eichhörnchen
hassen,hasst,1330,core,415,hasst;hassen
zweifel,zweifel,1332,core,415,zweifel
irgendwie,irgendwie,1333,core,415,irgendwie
gemüse,gemüse,1334,core,414,gemüse
universität,universität,1335,core,414,universität
taxi,taxi,1336,core,414,taxi
fernseher,fernseher,1337,core,414,fernseher
aß,aß,1338,core,413,aß
liebst,liebsten,1341,core,412,liebsten
bauen,gebaut,1342,core,411,gebaut;bauen;baut
unrecht,unrecht,1343,core,411,unrecht
stern,sterne,1345,core,410,sterne;stern;sternen
verwenden,verwendet,1347,core,409,verwendet;verwenden
fußball,fußball,1348,core,409,fußball
beschloss,beschlossen,1349,core,409,beschlossen
fern,fern,1350,core,408,fern;ferne
frühling,frühling,1351,core,408,frühling
artikel,artikel,1352,core,407,artikel
bericht,bericht,1354,core,406,bericht
brach,brach,1355,core,406,brach
zufällig,zufällig,1357,core,405,zufällig
nötig,nötig,1359,core,404,nötig
jünger,jünger,1360,core,404,jünger
dach,dach,1361,core,404,dach
job,job,1362,core,404,job
japanisch,japanisch,1366,core,403,japanisch;japanische;japanischen
geliebt,geliebt,1367,core,403,geliebt
konzert,konzert,1368,core,402,konzert
bemerken,bemerkt,1371,core,401,bemerkt;bemerkte;bemerken
internet,internet,1372,core,399,internet
papier,papier,1373,core,399,papier
schritt,schritt,1374,core,398,schritt;schritte
übrig,übrig,1375,core,398,übrig
möglichkeit,möglichkeit,1376,core,397,möglichkeit;möglichkeiten
amerikaner,amerikaner,1377,core,397,amerikaner
waschen,waschen,1378,core,396,waschen;gewaschen;wäscht;wasche
brüder,brüder,1379,core,395,brüder
zahl,zahl,1380,core,395,zahl
wach,wach,1383,core,394,wach
ball,ball,1384,core,394,ball
absicht,absicht,1386,core,393,absicht
lärm,lärm,1387,core,393,lärm
mindestens,mindestens,1389,core,392,mindestens
gruppe,gruppe,1391,core,392,gruppe
reparieren,reparieren,1395,core,389,reparieren;repariert
halt,halt,1396,core,389,halt
überzeugen,überzeugt,1397,core,388,überzeugt;überzeugen
hungrig,hungrig,1400,core,387,hungrig
gitarre,gitarre,1401,core,387,gitarre
adresse,adresse,1402,core,387,adresse
rechtzeitig,rechtzeitig,1403,core,387,rechtzeitig
handeln,handelt,1404,core,386,handelt;handeln
karte,karte,1405,core,386,karte
dran,dran,1407,core,385,dran
nervös,nervös,1408,core,385,nervös
planet,planeten,1409,core,385,planeten
wenigstens,wenigstens,1412,core,385,wenigstens
freundschaft,freundschaft,1415,core,384,freundschaft
bein,beine,1416,core,384,beine;bein;beinen
offensichtlich,offensichtlich,1417,core,384,offensichtlich
genannt,genannt,1421,core,382,genannt
worum,worum,1423,core,382,worum
meinen,meinst,1425,core,381,meinst;meint;meinte
ergebnis,ergebnis,1428,core,381,ergebnis;ergebnisse
punkt,punkt,1429,core,380,punkt;punkte
vergnügen,vergnügen,1430,core,380,vergnügen
pünktlich,pünktlich,1431,core,380,pünktlich
pause,pause,1436,core,378,pause
kühlschrank,kühlschrank,1437,core,377,kühlschrank
sicherheit,sicherheit,1438,core,377,sicherheit
behalten,behalten,1439,core,377,behalten
hinaus,hinaus,1442,core,376,hinaus
witz,witz,1443,core,376,witz;witze
neun,neun,1445,core,375,neun
jugend,jugend,1447,core,375,jugend
geändert,geändert,1448,core,374,geändert
töten,getötet,1450,core,374,getötet;töten
freu,freuen,1451,core,374,freuen
entlassen,entlassen,1452,core,374,entlassen
mannschaft,mannschaft,1456,core,373,mannschaft
roll,rolle,1457,core,373,rolle
gespräch,gespräch,1458,core,372,gespräch
blau,blau,1460,core,372,blau;blaue;blauen
zuvor,zuvor,1463,core,371,zuvor
dick,dick,1464,core,370,dick;dicke
sprich,sprich,1465,core,370,sprich
derjenige,derjenige,1467,core,370,derjenige;diejenige
erlauben,erlaubt,1468,core,369,erlaubt;erlauben
sport,sport,1470,core,369,sport
unterscheiden,unterscheiden,1471,core,368,unterscheiden;unterscheidet
nutzen,nutzen,1475,core,366,nutzen
projekt,projekt,1476,core,365,projekt
käse,käse,1477,core,365,käse
pflicht,pflicht,1480,core,364,pflicht
wachsen,wachsen,1481,core,364,wachsen;wächst;gewachsen
spanisch,spanisch,1482,core,364,spanisch
soweit,soweit,1483,core,364,soweit
willkommen,willkommen,1485,core,364,willkommen
pro,pro,1486,core,363,pro
möglicherweise,möglicherweise,1490,core,362,möglicherweise
dahin,dahin,1491,core,362,dahin
wissenschaft,wissenschaft,1494,core,361,wissenschaft
unten,unten,1496,core,361,unten
wund,wunder,1499,core,360,wunder
wiedersehen,wiedersehen,1501,core,360,wiedersehen;wiederzusehen
herbst,herbst,1503,core,359,herbst
menschheit,menschheit,1504,core,359,menschheit
steigen,stieg,1505,core,359,stieg;steigen;steigt
berlin,berlin,1506,core,359,berlin;berliner
angebot,angebot,1508,core,358,angebot;angeboten
gold,gold,1512,core,357,gold
retten,retten,1514,core,357,retten;gerettet
radio,radio,1515,core,356,radio
regel,regel,1516,core,356,regel
gemeinsam,gemeinsam,1517,core,356,gemeinsam;gemeinsame
interesse,interesse,1518,core,355,interesse
link,links,1519,core,355,links;linken;linke
russland,russland,1520,core,354,russland
besuch,besuch,1521,core,353,besuch
pizza,pizza,1522,core,353,pizza
rei,reis,1523,core,353,reis
holen,holen,1529,core,352,holen;hole;hol;holte;holt
einkaufen,einkaufen,1530,core,351,einkaufen
dennoch,dennoch,1532,core,350,dennoch
täglich,täglich,1534,core,350,täglich
dankbar,dankbar,1535,core,350,dankbar
irgendwelche,irgendwelche,1536,core,349,irgendwelche
gast,gäste,1537,core,349,gäste;gast
kamera,kamera,1538,core,349,kamera
schatten,schatten,1539,core,349,schatten
muttersprache,muttersprache,1540,core,349,muttersprache
davor,davor,1541,core,349,davor
schokolade,schokolade,1542,core,348,schokolade
bewusst,bewusst,1543,core,348,bewusst
dauern,dauert,1544,core,348,dauert;dauern;dauerte
jener,jener,1546,core,348,jener;jene;jenem;jenes;jenen
new,new,1548,core,347,new
reih,reihe,1549,core,347,reihe
verbracht,verbracht,1550,core,346,verbracht
england,england,1553,core,346,england
verbot,verboten,1557,core,345,verboten
fleißig,fleißig,1558,core,345,fleißig
ertragen,ertragen,1559,core,344,ertragen
sofa,sofa,1565,core,343,sofa
trank,trank,1566,core,343,trank
text,text,1568,core,342,text
präsident,präsident,1570,core,342,präsident;präsidenten
dreimal,dreimal,1571,core,341,dreimal
schad,schade,1573,core,340,schade;schaden
holz,holz,1575,core,340,holz
grün,grün,1576,core,340,grün
verpassen,verpasst,1578,core,340,verpasst;verpassen
mari,marie,1579,core,339,marie
bisher,bisher,1580,core,339,bisher
seltsam,seltsam,1583,core,338,seltsam;seltsame
ebenso,ebenso,1584,core,338,ebenso
äußeren,äußerst,1585,core,338,äußerst
taten,taten,1586,core,337,taten
italien,italien,1587,core,337,italien
richtung,richtung,1589,core,337,richtung
irgendwann,irgendwann,1591,core,336,irgendwann
drüben,drüben,1592,core,336,drüben
pflanzen,pflanzen,1593,core,336,pflanzen;pflanze;gepflanzt
erklärung,erklärung,1594,core,335,erklärung
wunsch,wunsch,1595,core,335,wunsch
anwalt,anwalt,1597,core,335,anwalt
hauen,haut,1599,core,334,haut
perfekt,perfekt,1600,core,334,perfekt;perfekte
aufmerksamkeit,aufmerksamkeit,1601,core,334,aufmerksamkeit
nummer,nummer,1602,core,334,nummer
aussehen,aussehen,1603,core,333,aussehen;aussieht
schmerz,schmerz,1604,core,333,schmerz
geraten,geraten,1605,core,333,geraten;geriet
kiste,kiste,1606,core,333,kiste
zählen,zählen,1607,core,332,zählen;zählt
häufig,häufig,1608,core,332,häufig
meter,meter,1610,core,332,meter
vorher,vorher,1611,core,332,vorher
hübsch,hübsch,1613,core,330,hübsch;hübsche;hübsches
russisch,russisch,1615,core,330,russisch;russischen;russische
spiegel,spiegel,1617,core,329,spiegel
heutzutage,heutzutage,1619,core,328,heutzutage
ähnlich,ähnlich,1624,core,325,ähnlich
alkohol,alkohol,1625,core,325,alkohol
behandelt,behandelt,1626,core,325,behandelt
loch,loch,1628,core,324,loch
typ,typ,1629,core,323,typ;typen
schach,schach,1630,core,323,schach
einsam,einsam,1633,core,322,einsam
gebroch,gebrochen,1637,core,321,gebrochen
schmerzen,schmerzen,1640,core,320,schmerzen;schmerzt
fressen,fressen,1641,core,320,fressen;frisst;gefressen
worüber,worüber,1642,core,320,worüber
salz,salz,1645,core,319,salz
schlimm,schlimmer,1646,core,319,schlimmer;schlimmste;schlimm
tante,tante,1647,core,319,tante
mitbringen,mitgebracht,1648,core,319,mitgebracht
schenken,geschenkt,1651,core,318,geschenkt;schenken;schenkte;schenkt
streiten,streiten,1652,core,317,streiten;gestritten
teilen,teilen,1654,core,317,teilen;teile;teilte;teilt
verstecken,versteckt,1655,core,317,versteckt;verstecken;versteckte
irgendetwas,irgendetwas,1656,core,316,irgendetwas
wesen,wesen,1657,core,316,wesen
treten,trat,1659,core,316,trat;treten;getreten
entweder,entweder,1660,core,316,entweder
verschieden,verschiedene,1661,core,315,verschiedene;verschiedenen
schrecklich,schrecklich,1662,core,315,schrecklich;schreckliche
schluss,schluss,1663,core,315,schluss
soviel,soviel,1664,core,315,soviel
willen,willen,1666,core,314,willen
beeindrucken,beeindruckt,1667,core,314,beeindruckt;beeindrucken
besorgen,besorgt,1668,core,314,besorgt;besorgen
mathematik,mathematik,1669,core,313,mathematik
wovon,wovon,1670,core,313,wovon
religion,religion,1671,core,313,religion
einverstanden,einverstanden,1672,core,312,einverstanden
schirm,schirm,1675,core,311,schirm
wolken,wolken,1676,core,311,wolken
telefonnummer,telefonnummer,1677,core,311,telefonnummer
obst,obst,1680,core,310,obst
rest,rest,1682,core,309,rest
prozent,prozent,1683,core,309,prozent
gegend,gegend,1686,core,309,gegend
beziehung,beziehung,1687,core,309,beziehung;beziehungen
zeichen,zeichen,1689,core,307,zeichen
ansehen,ansehen,1690,core,307,ansehen;anzusehen
tor,tor,1693,core,306,tor
beschließen,beschloss,1695,core,306,beschloss
usa,usa,1696,core,305,usa
male,male,1697,core,305,male
sauber,sauber,1698,core,304,sauber
hingehen,hingehen,1699,core,304,hingehen;hingegangen
ums,ums,1702,core,304,ums
vollkommen,vollkommen,1705,core,303,vollkommen
information,informationen,1707,core,303,informationen;information
museum,museum,1711,core,302,museum
maus,maus,1713,core,302,maus
per,per,1714,core,301,per
yen,yen,1715,core,301,yen
zwölf,zwölf,1718,core,300,zwölf
anscheinend,anscheinend,1720,core,300,anscheinend
wozu,wozu,1723,core,300,wozu
tokio,tokio,1725,core,298,tokio
sitzung,sitzung,1726,core,298,sitzung
wolf,wolf,1727,core,298,wolf;wölfe
algerien,algerien,1729,core,298,algerien
nachdenken,nachdenken,1730,core,297,nachdenken;nachgedacht;nachzudenken
medizin,medizin,1731,core,297,medizin
freitag,freitag,1734,core,296,freitag
gäb,gäbe,1736,core,296,gäbe
notwendig,notwendig,1737,core,295,notwendig
leis,leise,1738,core,295,leise
soldat,soldaten,1739,core,295,soldaten;soldat
schätzen,schätzen,1741,core,294,schätzen;schätze
grad,grad,1742,core,294,grad
dummheit,dummheit,1743,core,294,dummheit
weisheit,weisheit,1744,core,293,weisheit
wissenschaftler,wissenschaftler,1745,core,293,wissenschaftler
erfolgreich,erfolgreich,1746,core,293,erfolgreich
herein,herein,1751,core,292,herein
rechner,rechner,1752,core,292,rechner
eifersüchtig,eifersüchtig,1753,core,292,eifersüchtig
schuldig,schuldig,1754,core,291,schuldig
zufall,zufall,1755,core,291,zufall
tausend,tausend,1756,core,291,tausend;tausende
vermutlich,vermutlich,1759,core,289,vermutlich
behaupten,behauptet,1760,core,289,behauptet;behaupten
laune,laune,1763,core,289,laune
befreundet,befreundet,1764,core,289,befreundet
opfer,opfer,1765,core,289,opfer
begegnen,begegnet,1767,core,288,begegnet;begegnen
chinesisch,chinesisch,1768,core,288,chinesisch;chinesische;chinesischen
streit,streit,1769,core,288,streit
medikament,medikament,1770,core,288,medikament;medikamente
gewalt,gewalt,1772,core,288,gewalt
berühmt,berühmt,1773,core,287,berühmt;berühmter;berühmte
rom,rom,1774,core,287,rom
kämpfen,kämpfen,1775,core,287,kämpfen
oma,oma,1777,core,287,oma
sturm,sturm,1778,core,286,sturm
verbrechen,verbrechen,1779,core,286,verbrechen
beruf,beruf,1781,core,286,beruf
gedächtnis,gedächtnis,1785,core,284,gedächtnis
zerstören,zerstört,1786,core,284,zerstört;zerstören
direkt,direkt,1787,core,284,direkt
gewöhnen,gewöhnt,1789,core,283,gewöhnt;gewöhnen
markt,markt,1791,core,282,markt
bessern,bessere,1793,core,282,bessere
hinein,hinein,1795,core,282,hinein
unglück,unglück,1796,core,282,unglück
intelligenz,intelligenz,1798,core,281,intelligenz
hochzeit,hochzeit,1799,core,281,hochzeit
näher,näher,1800,core,281,näher
unterwegs,unterwegs,1802,core,280,unterwegs
gegenteil,gegenteil,1804,core,279,gegenteil
drin,drin,1807,core,279,drin
wirken,wirkt,1809,core,279,wirkt;wirken;wirkte
letztemal,letztemal,1811,core,279,letztemal
theorie,theorie,1812,core,278,theorie
jahrhundert,jahrhundert,1813,core,278,jahrhundert;jahrhunderts
gleichzeitig,gleichzeitig,1815,core,277,gleichzeitig
ecke,ecke,1816,core,277,ecke
total,total,1817,core,277,total
butter,butter,1818,core,277,butter
gelogen,gelogen,1819,core,277,gelogen
brasilien,brasilien,1820,core,277,brasilien
kultur,kultur,1821,core,277,kultur
derselbe,dasselbe,1822,core,276,dasselbe;dieselbe;derselben;denselben
satt,satt,1823,core,276,satt
post,post,1824,core,276,post
kilometer,kilometer,1825,core,276,kilometer
entdecken,entdeckt,1826,core,276,entdeckt;entdecken
enthalten,enthält,1827,core,276,enthält
stock,stock,1828,core,276,stock
umbringen,umgebracht,1829,core,276,umgebracht;umbringen
regenschirm,regenschirm,1830,core,276,regenschirm
fließen,fließend,1831,core,276,fließend;fließt
hinten,hinten,1833,core,276,hinten
kanadier,kanadier,1834,core,276,kanadier
ewig,ewig,1835,core,275,ewig
verrat,verraten,1836,core,275,verraten
dicht,dichter,1837,core,275,dichter;dicht
mittel,mittel,1838,core,275,mittel
beinahe,beinahe,1839,core,275,beinahe
wofür,wofür,1840,core,275,wofür
künstler,künstler,1841,core,274,künstler
blind,blind,1842,core,274,blind
hölle,hölle,1845,core,274,hölle
pläne,pläne,1846,core,272,pläne
verantwortlich,verantwortlich,1847,core,272,verantwortlich
kindheit,kindheit,1848,core,272,kindheit
straßen,straßen,1849,core,272,straßen
übel,übel,1854,core,271,übel
verbessern,verbessern,1855,core,270,verbessern
wessen,wessen,1856,core,270,wessen
aufwachsen,aufgewachsen,1857,core,270,aufgewachsen
ärztin,ärztin,1858,core,270,ärztin
teller,teller,1859,core,270,teller
bewegen,bewegen,1864,core,269,bewegen;bewegt
polizist,polizist,1865,core,269,polizist;polizisten
