group,rank,class,pattern,count,tscore,kind,n,examples
particle_connector,7,particle_frame,ist es noch,57,6.78,bundle,3,3285748;988947;2184035
particle_connector,8,particle_frame,was ist denn das für,54,7.35,bundle,5,3280668;598777;3032610
particle_connector,9,particle_frame,schon einmal gesehen,54,7.35,bundle,3,1176518;831328;396243
particle_connector,10,particle_frame,ja das ist,54,7.15,bundle,3,1546498;1709876;783240
particle_connector,11,particle_frame,es sei denn,53,7.27,bundle,3,10094717;1882873;2141624
particle_connector,12,particle_frame,wir haben schon,53,7.22,bundle,3,1708006;1708008;1023495
particle_connector,13,particle_frame,haben wir noch,53,7.19,bundle,3,1995667;2895736;450263
particle_connector,14,particle_frame,hast du schon einmal einen,52,7.21,bundle,5,1540498;1635249;344484
particle_connector,15,particle_frame,ja gar nicht,50,7.07,bundle,3,1240129;2101038;2195988
particle_connector,16,particle_frame,das ist schon,50,6.39,bundle,3,1317356;1284187;1600743
particle_connector,17,particle_frame,sie ist noch,47,5.59,bundle,3,613661;860222;884538
particle_connector,18,particle_frame,ist schon wieder,46,6.74,bundle,3,1585868;1124776;1124778
particle_connector,19,particle_frame,noch nicht gesehen,43,6.51,bundle,3,1610410;1743691;3925095
particle_connector,20,particle_frame,habe dir doch gesagt dass,40,6.32,bundle,5,12286936;6849805
particle_connector,1,connector_bundle,glaubt dass,183,12.85,bundle,2,586301;491552;368556
particle_connector,2,connector_bundle,ich kann nicht glauben dass,178,13.34,bundle,5,1754202;1809054;1959544
particle_connector,3,connector_bundle,schneller als,170,12.84,bundle,2,333643;407766;364431
particle_connector,4,connector_bundle,es tut mir leid dass,160,12.65,bundle,5,561090;562297;562298
particle_connector,5,connector_bundle,tut mir leid dass ich,149,12.21,bundle,5,367028;402371;561090
particle_connector,6,connector_bundle,wenn jemand,142,10.99,bundle,2,2085084;374;1891395
particle_connector,7,connector_bundle,dass dies,142,10.68,bundle,2,455266;1190958;1312388
particle_connector,8,connector_bundle,ich bin mir sicher dass,131,11.45,bundle,5,408524;633662;406346
particle_connector,9,connector_bundle,lieber als,131,10.69,bundle,2,341683;349893;344494
particle_connector,10,connector_bundle,als erster,127,11.14,bundle,2,927809;1250299;1291511
particle_connector,11,connector_bundle,es tut mir leid aber,118,10.86,bundle,5,2265935;969160;1839216
particle_connector,12,connector_bundle,tut mir leid aber ich,104,10.2,bundle,5,2393301;969160;2832231
particle_connector,13,connector_bundle,klüger als,101,9.97,bundle,2,370254;689085;909872
particle_connector,14,connector_bundle,fest dass,101,9.45,bundle,2,1187569;361442;399451
particle_connector,15,connector_bundle,gut aber,101,7.67,bundle,2,1013897;718393;851203
particle_connector,16,connector_bundle,denken dass,98,8.67,bundle,2,354525;355956;395426
particle_connector,17,connector_bundle,ich hätte nicht gedacht dass,97,9.85,bundle,5,1200074;1893402;2224170
particle_connector,18,connector_bundle,denkt dass,97,9.15,bundle,2,427529;796720;344645
particle_connector,19,connector_bundle,ich glaube nicht dass ich,94,9.7,bundle,5,1802814;2214137;2229930
particle_connector,20,connector_bundle,als sonst,94,9.06,bundle,2,461744;439678;975558
particle_connector,21,connector_bundle,er sagte dass er,92,9.59,bundle,4,1105533;366449;728265
particle_connector,22,connector_bundle,bemerkte dass,91,9.32,bundle,2,752638;657336;749638
particle_connector,23,connector_bundle,dann wird,91,7.94,bundle,2,3709635;1997832;768584
particle_connector,24,connector_bundle,dass jeder,91,7.41,bundle,2,1756094;2634035;2634019
particle_connector,25,connector_bundle,früher als,89,8.52,bundle,2,378534;348417;372332
particle_connector,26,connector_bundle,schöner als,88,9.17,bundle,2,575297;575298;575299
particle_connector,27,connector_bundle,dass jemand,88,7.35,bundle,2,1081822;1428881;1691117
particle_connector,28,connector_bundle,ich finde dass,87,9.29,bundle,3,344559;1663338;599021
particle_connector,29,connector_bundle,es sieht so aus als,84,9.17,bundle,5,1735139;1827777;2214002
particle_connector,30,connector_bundle,als ich dachte,84,9.13,bundle,3,1459512;782070;1590820
particle_connector,31,connector_bundle,ich wusste gar nicht dass,81,9.0,bundle,5,2051477;1820730;2190159
particle_connector,32,connector_bundle,gilt als,81,8.78,bundle,2,1223924;772675;1214578
particle_connector,33,connector_bundle,kaum dass,81,7.79,bundle,2,2793568;1187093;1898981
particle_connector,34,connector_bundle,wenn du ihn,80,8.87,bundle,3,341963;343060;370903
particle_connector,35,connector_bundle,leichter als,80,8.76,bundle,2,599333;457203;602769
particle_connector,36,connector_bundle,aber niemand,78,7.87,bundle,2,596936;1005033;367890
particle_connector,37,connector_bundle,bemerkt dass,76,8.41,bundle,2,1335372;1652592;1370266
particle_connector,38,connector_bundle,ich hoffe dass du,75,8.66,bundle,4,409130;808666;723615
particle_connector,39,connector_bundle,erfahren dass,75,8.04,bundle,2,1365795;1817905;1767966
particle_connector,40,connector_bundle,ist dass er,74,7.49,bundle,3,394833;586058;927199
particle_connector,41,connector_bundle,damit aufhören,74,8.56,bundle,2,1014119;1014120;1014121
particle_connector,42,connector_bundle,als einziger,74,8.5,bundle,2,7452694;5855921;4259909
particle_connector,43,connector_bundle,ich wusste nicht dass du,71,8.43,bundle,5,1186193;550201;1514991
particle_connector,44,connector_bundle,erst dann,71,8.2,bundle,2,720289;7938686
particle_connector,45,connector_bundle,bist du sicher dass du,69,8.31,bundle,5,1516521;1691000;418983
particle_connector,46,connector_bundle,als erstes,69,8.23,bundle,2,1325346;1406965;1665308
particle_connector,47,connector_bundle,schwerer als,67,8.07,bundle,2,412303;412304;560584
particle_connector,48,connector_bundle,ich bezweifle dass,66,8.12,bundle,3,365714;398659;446049
particle_connector,49,connector_bundle,mehr als ich,66,7.91,bundle,3,404153;762268;526771
particle_connector,50,connector_bundle,wenn man ihn,65,8.04,bundle,3,4735750;910472;3269117
particle_connector,51,connector_bundle,dann ist es,65,7.89,bundle,3,3484445;6462518;6320885
particle_connector,52,connector_bundle,als letzter,65,7.73,bundle,2,396857;943204;1259261
particle_connector,53,connector_bundle,ist stärker als,64,8.0,bundle,3,364960;344362;437458
particle_connector,54,connector_bundle,dass man ihn,64,7.96,bundle,3,1774950;3503054;4724310
particle_connector,55,connector_bundle,teurer als,64,7.91,bundle,2,398658;481138;488017
particle_connector,56,connector_bundle,damit beschäftigt,64,7.91,bundle,2,404622;361105;407680
particle_connector,57,connector_bundle,dass sie glaube dass,63,7.94,bundle,4,7478041;7478129
particle_connector,58,connector_bundle,als ich ihn,63,7.74,bundle,3,936470;604972;977157
particle_connector,59,connector_bundle,ich hätte nie gedacht dass,62,7.87,bundle,5,1443011;2081753;2082698
particle_connector,60,connector_bundle,zeit damit,62,7.28,bundle,2,338302;3249487;661389
particle_connector,61,connector_bundle,als du denkst,61,7.8,bundle,3,1683988;1734196;1336742
particle_connector,62,connector_bundle,höher als,61,7.71,bundle,2,633497;728245;770060
particle_connector,63,connector_bundle,ich glaube nicht dass es,60,7.75,bundle,5,907727;760626;852453
particle_connector,64,connector_bundle,jedesmal wenn,60,7.69,bundle,2,12005389;9638419;10189535
particle_connector,65,connector_bundle,dadurch dass,60,7.53,bundle,2,1412400;2290779;1483482
bundle,1,lexical_bundle,das ist kein,252,15.7,bundle,3,403647;729126;623039
bundle,2,lexical_bundle,haben sie die,216,14.01,bundle,3,398893;626753;679893
bundle,3,lexical_bundle,gibt es keine,209,14.44,bundle,3,372960;365588;399723
bundle,4,lexical_bundle,gibt es eine,205,14.27,bundle,3,367317;370492;400628
bundle,5,lexical_bundle,ich bin mir nicht sicher,201,14.18,bundle,5,1509574;1544293;1560971
bundle,6,lexical_bundle,in die stadt,187,13.63,bundle,3,352580;450127;484476
bundle,7,lexical_bundle,wir müssen uns,184,13.56,bundle,3,371130;448635;409898
bundle,8,lexical_bundle,er ist sehr,182,13.22,bundle,3,601460;356288;365559
bundle,9,lexical_bundle,wir haben die,179,13.11,bundle,3,689;369788;372228
bundle,10,lexical_bundle,kennt nicht den unterschied zwischen,176,13.27,bundle,5,1231842;1234496;1234499
bundle,11,lexical_bundle,das ist keine,175,12.91,bundle,3,369165;235;475490
bundle,12,lexical_bundle,in der bibliothek,170,13.03,bundle,3,406413;361555;686
bundle,13,lexical_bundle,gibt es einen,168,12.93,bundle,3,402535;404910;372943
bundle,14,lexical_bundle,wir haben einen,159,12.55,bundle,3,368541;415194;397999
bundle,15,lexical_bundle,sie hat ihn,159,12.46,bundle,3,906169;761052;909907
bundle,16,lexical_bundle,ich habe zwei,156,12.42,bundle,3,361086;361414;343608
bundle,17,lexical_bundle,sie haben sich,154,12.14,bundle,3,356620;493378;493558
bundle,18,lexical_bundle,das ist meine,154,12.02,bundle,3,465989;516063;465552
bundle,19,lexical_bundle,was ist dein,150,12.2,bundle,3,620671;923504;704688
bundle,20,lexical_bundle,haben sie einen,149,12.04,bundle,3,540326;404316;460342
bundle,21,lexical_bundle,wo ist mein,147,12.09,bundle,3,426307;1772576;1773518
bundle,22,lexical_bundle,in diesem land,144,12.0,bundle,3,340818;432972;399728
bundle,23,lexical_bundle,meine mutter ist,142,11.9,bundle,3,360561;363307;350011
bundle,24,lexical_bundle,ich weiß nicht was ich,139,11.79,bundle,5,140014;358386;370510
bundle,25,lexical_bundle,ich mag keine,139,11.77,bundle,3,368336;391515;638293
bundle,26,lexical_bundle,wir müssen die,132,11.42,bundle,3,399772;341410;368325
bundle,27,lexical_bundle,die meisten menschen,131,11.44,bundle,3,363376;166;1394603
bundle,28,lexical_bundle,haben sie den,131,11.14,bundle,3,677029;904977;611605
bundle,29,lexical_bundle,in diesem jahr,130,11.4,bundle,3,979447;612841;913857
bundle,30,lexical_bundle,ich werde die,126,10.76,bundle,3,367481;749741;427492
bundle,31,lexical_bundle,wir müssen das,124,11.08,bundle,3,370801;641203;341661
bundle,32,lexical_bundle,das ist so,124,10.35,bundle,3,710;1075215;761182
bundle,33,lexical_bundle,und das ist,124,9.09,bundle,3,396404;1105548;1254729
bundle,34,lexical_bundle,sie haben mich,123,10.88,bundle,3,721098;585829;450537
bundle,35,lexical_bundle,ich gebe dir,122,11.04,bundle,3,592;628949;400122
bundle,36,lexical_bundle,ich habe beschlossen,121,10.99,bundle,3,418465;532575;665664
bundle,37,lexical_bundle,haben sie es,121,10.43,bundle,3,1126863;1315482;642451
bundle,38,lexical_bundle,und komme aus,120,10.95,bundle,3,12419727;12419739;12419741
bundle,39,lexical_bundle,in seinem zimmer,119,10.91,bundle,3,353306;360598;403394
bundle,40,lexical_bundle,ich weiß nicht ob ich,117,10.82,bundle,5,261;531214;93
bundle,41,lexical_bundle,mein name ist,117,10.81,bundle,3,483372;396385;742641
bundle,42,lexical_bundle,weißt du wo,117,10.81,bundle,3,358212;353035;340817
bundle,43,lexical_bundle,es ist die,116,7.73,bundle,3,732662;695972;384242
bundle,44,lexical_bundle,es ist an der zeit,115,10.72,bundle,5,1314641;1503338;1291415
bundle,45,lexical_bundle,ich frage mich warum,114,10.68,bundle,4,574644;863738;595626
bundle,46,lexical_bundle,nicht besonders gut,114,10.67,bundle,3,1231882;1538242;1388543
bundle,47,lexical_bundle,sie haben das,114,9.9,bundle,3,654559;927093;341052
bundle,48,lexical_bundle,ich weiß nicht wie ich,112,10.58,bundle,5,358394;358395;592929
bundle,49,lexical_bundle,sei nicht so,111,10.5,bundle,3,730660;760644;341111
bundle,50,lexical_bundle,sie haben eine,110,10.17,bundle,3,741671;486854;682853
bundle,51,lexical_bundle,es ist unmöglich,109,10.43,bundle,3,355958;367511;380790
bundle,52,lexical_bundle,heute ist es,108,10.14,bundle,3,356303;362642;494
bundle,53,lexical_bundle,von anfang an,107,10.34,bundle,3,590469;441167;445216
bundle,54,lexical_bundle,er ist zu,107,8.44,bundle,3,416671;406972;374098
bundle,55,lexical_bundle,dies ist eine,106,10.27,bundle,3,363907;342125;370151
bundle,56,lexical_bundle,ist das eine,106,8.91,bundle,3,1598463;1015359;418865
bundle,57,lexical_bundle,bin mir nicht sicher ob,105,10.25,bundle,5,1863577;1863579;3050817
bundle,58,lexical_bundle,das erste mal dass ich,104,10.2,bundle,5,5855240;1729452;1852841
bundle,59,lexical_bundle,fast jeden tag,104,10.2,bundle,3,359055;359061;407704
bundle,60,lexical_bundle,was geschehen ist,104,10.19,bundle,3,697933;1659266;1313961
bundle,61,lexical_bundle,ich finde das,104,10.11,bundle,3,1166359;445053;1243483
bundle,62,lexical_bundle,ist die hauptstadt von,103,10.15,bundle,4,331890;331891;331892
bundle,63,lexical_bundle,die zahl der,103,10.14,bundle,3,850157;769530;477791
bundle,64,lexical_bundle,ich fühlte mich,102,10.09,bundle,3,742950;682619;784130
bundle,65,lexical_bundle,sie hat ihre,102,9.96,bundle,3,349849;349850;367339
bundle,66,lexical_bundle,hör auf zu,101,10.04,bundle,3,608484;394189;697867
bundle,67,lexical_bundle,in den usa,100,10.0,bundle,3,448668;682576;369923
bundle,68,lexical_bundle,das buch ist,99,9.79,bundle,3,423685;428931;455198
bundle,69,lexical_bundle,so ist es,99,9.29,bundle,3,778951;812428;911817
bundle,70,lexical_bundle,es gibt einen,98,9.85,bundle,3,368542;361962;365236
bundle,71,lexical_bundle,auf der arbeit,98,9.85,bundle,3,1185368;932570;955659
bundle,72,lexical_bundle,was ist das für ein,97,9.85,bundle,5,362809;381394;451355
bundle,73,lexical_bundle,in meinem zimmer,97,9.85,bundle,3,359023;344459;406724
bundle,74,lexical_bundle,ich warte auf,97,9.83,bundle,3,439605;609220;755252
bundle,75,lexical_bundle,was ist deine,97,9.76,bundle,3,372920;767262;923505
bundle,76,lexical_bundle,ich liebe es,97,9.69,bundle,3,463697;419103;483376
bundle,77,lexical_bundle,was du tust,96,9.79,bundle,3,689648;915691;419011
bundle,78,lexical_bundle,ist sehr schön,96,9.78,bundle,3,353311;362636;366445
bundle,79,lexical_bundle,ist es ein,96,8.15,bundle,3,345024;911967;913816
bundle,80,lexical_bundle,zu hause sein,94,9.67,bundle,3,454204;667398;742236
bundle,81,lexical_bundle,was wollen sie,94,9.65,bundle,3,1133830;494824;710662
bundle,82,lexical_bundle,sie müssen sich,94,9.62,bundle,3,1777640;1562734;411746
bundle,83,lexical_bundle,haben sie etwas,94,9.59,bundle,3,343554;403392;474552
bundle,84,lexical_bundle,ist für die,94,8.63,bundle,3,551620;509420;397534
bundle,85,lexical_bundle,mit der zeit,93,9.56,bundle,3,1591044;1654943;1550797
