form,rank,lemma,group_id,method
spürst,17712,spüren,spüren,verb
spuke,17713,spuk,spuk,declension
katzenfutter,17714,katzenfutter,katzenfutter,ungrouped
jüngst,17715,jüngst,jüngst,ungrouped
erweiterung,17716,erweiterung,erweiterung,ungrouped
stelldichein,17717,stelldichein,stelldichein,ungrouped
allerwenigsten,17718,allerwenigsten,allerwenigsten,ungrouped
biergarten,17719,biergarten,biergarten,ungrouped
einzustürzen,17720,einzustürzen,einzustürzen,ungrouped
geheimzuhalten,17721,geheimzuhalten,geheimzuhalten,ungrouped
misstraut,17722,misstrauen,misstrauen,verb
geliebtes,17723,geliebt,geliebt,declension
senegal,17724,senegal,senegal,ungrouped
damaskus,17725,damaskus,damaskus,ungrouped
getröstet,17726,trösten,trösten,participle
unanständige,17727,unanständig,unanständig,declension
blumenladen,17728,blumenladen,blumenladen,ungrouped
geschluckt,17729,schlucken,schlucken,participle
winden,17730,wind,wind,declension
abläuft,17731,abläuft,abläuft,ungrouped
unterzeichnete,17732,unterzeichnet,unterzeichnet,declension
geeigneten,17733,geeignet,geeignet,declension
pilger,17734,pilger,pilger,ungrouped
anspruchsvolle,17735,anspruchsvoll,anspruchsvoll,declension
anreden,17736,anreden,anreden,ungrouped
anzubieten,17737,anzubieten,anzubieten,ungrouped
flechten,17738,flechten,flechten,ungrouped
nehm,17739,nehm,nehm,ungrouped
krater,17740,krater,krater,ungrouped
hinterteil,17741,hinterteil,hinterteil,ungrouped
völliges,17742,völlig,völlig,declension
notaufnahme,17743,notaufnahme,notaufnahme,ungrouped
mittelmäßigkeit,17744,mittelmäßigkeit,mittelmäßigkeit,ungrouped
undeutlich,17745,undeutlich,undeutlich,ungrouped
vortragen,17746,vortrag,vortrag,declension
namibia,17747,namibia,namibia,ungrouped
eingeht,17748,eingehen,eingehen,verb
geborgenheit,17749,geborgenheit,geborgenheit,ungrouped
führungskräfte,17750,führungskräfte,führungskräfte,ungrouped
vollkornbrot,17751,vollkornbrot,vollkornbrot,ungrouped
aufzuhängen,17752,aufzuhängen,aufzuhängen,ungrouped
solidarität,17753,solidarität,solidarität,ungrouped
lebenslange,17754,lebenslang,lebenslang,declension
packungen,17755,packung,packung,declension
kindertagen,17756,kindertag,kindertag,declension
staatsbürgerin,17757,staatsbürgerin,staatsbürgerin,ungrouped
pierre,17758,pierre,pierre,ungrouped
phrasen,17759,phrasen,phrasen,ungrouped
abfluss,17760,abfluss,abfluss,ungrouped
punktes,17761,punkt,punkt,declension
vordergrund,17762,vordergrund,vordergrund,ungrouped
schießerei,17763,schießerei,schießerei,ungrouped
preisgeben,17764,preisgeben,preisgeben,ungrouped
mitgegangen,17765,mitgegangen,mitgegangen,ungrouped
überprüfung,17766,überprüfung,überprüfung,ungrouped
halbbruder,17767,halbbruder,halbbruder,ungrouped
bevorzugte,17768,bevorzugt,bevorzugt,declension
kreativer,17769,kreativ,kreativ,declension
aussichtslos,17770,aussichtslos,aussichtslos,ungrouped
schöpferisch,17771,schöpferisch,schöpferisch,ungrouped
aktenkoffer,17772,aktenkoffer,aktenkoffer,ungrouped
handfläche,17773,handfläche,handfläche,ungrouped
lanka,17774,lanka,lanka,ungrouped
hohlen,17775,hohl,hohl,declension
stiefschwester,17776,stiefschwester,stiefschwester,ungrouped
achtsam,17777,achtsam,achtsam,ungrouped
übriglassen,17778,übriglassen,übriglassen,ungrouped
einhalt,17779,einhalt,einhalt,ungrouped
tatenlos,17780,tatenlos,tatenlos,ungrouped
verstündest,17781,verstündest,verstündest,ungrouped
expertin,17782,expertin,expertin,ungrouped
idiotin,17783,idiotin,idiotin,ungrouped
verstande,17784,verstanden,verstanden,verb
pubertät,17785,pubertät,pubertät,ungrouped
mitspielen,17786,mitspielen,mitspielen,ungrouped
hörbuch,17787,hörbuch,hörbuch,ungrouped
schussverletzung,17788,schussverletzung,schussverletzung,ungrouped
erbschaft,17789,erbschaft,erbschaft,ungrouped
eingewiesen,17790,eingewiesen,eingewiesen,ungrouped
haferflocken,17791,haferflocken,haferflocken,ungrouped
algen,17792,algen,algen,ungrouped
entehrt,17793,entehrt,entehrt,ungrouped
rausschmeißen,17794,rausschmeißen,rausschmeißen,ungrouped
zuvorgekommen,17795,zuvorgekommen,zuvorgekommen,ungrouped
einzuschränken,17796,einzuschränken,einzuschränken,ungrouped
kämst,17797,kämst,kämst,ungrouped
flüssiges,17798,flüssig,flüssig,declension
richtest,17799,richten,richten,verb
netzwerke,17800,netzwerk,netzwerk,declension
sultan,17801,sultan,sultan,ungrouped
schlauen,17802,schlau,schlau,declension
willensstärke,17803,willensstärke,willensstärke,ungrouped
taverne,17804,taverne,taverne,ungrouped
goldfische,17805,goldfisch,goldfisch,declension
bares,17806,bar,bar,declension
schädliche,17807,schädlich,schädlich,declension
netzplatz,17808,netzplatz,netzplatz,ungrouped
graus,17809,grau,grau,plural
künftige,17810,künftig,künftig,declension
ihresgleichen,17811,ihresgleichen,ihresgleichen,ungrouped
handstand,17812,handstand,handstand,ungrouped
skrupellos,17813,skrupellos,skrupellos,ungrouped
basar,17814,basar,basar,ungrouped
eigennutz,17815,eigennutz,eigennutz,ungrouped
verehrter,17816,verehrt,verehrt,declension
fensterbrett,17817,fensterbrett,fensterbrett,ungrouped
vergeudest,17818,vergeuden,vergeuden,verb
körpern,17819,körpern,körpern,ungrouped
heimzahlen,17820,heimzahlen,heimzahlen,ungrouped
geschenken,17821,schenken,schenken,participle
meteoriten,17822,meteorit,meteorit,declension
irdischen,17823,irdischen,irdischen,ungrouped
entsetzliches,17824,entsetzlich,entsetzlich,declension
glänzten,17825,glänzt,glänzt,declension
sprechstunde,17826,sprechstunde,sprechstunde,ungrouped
anzufassen,17827,anzufassen,anzufassen,ungrouped
erzähler,17828,erzähl,erzähl,declension
gebrauche,17829,gebrauchen,gebrauchen,verb
kittel,17830,kittel,kittel,ungrouped
eingeschüchtert,17831,eingeschüchtert,eingeschüchtert,ungrouped
windeln,17832,windeln,windeln,ungrouped
philosophische,17833,philosophisch,philosophisch,declension
enkelkindern,17834,enkelkindern,enkelkindern,ungrouped
qualifikation,17835,qualifikation,qualifikation,ungrouped
weiterschlafen,17836,weiterschlafen,weiterschlafen,ungrouped
nachtragend,17837,nachtragend,nachtragend,ungrouped
gesundheitliche,17838,gesundheitlich,gesundheitlich,declension
krempelte,17839,krempelt,krempelt,declension
schränke,17840,schränke,schränke,ungrouped
gerüst,17841,gerüst,gerüst,ungrouped
kartoffelsuppe,17842,kartoffelsuppe,kartoffelsuppe,ungrouped
apoll,17843,apoll,apoll,ungrouped
hellgrün,17844,hellgrün,hellgrün,ungrouped
anbeten,17845,anbeten,anbeten,ungrouped
sammler,17846,sammler,sammler,ungrouped
verpacken,17847,verpack,verpack,declension
kämet,17848,kämet,kämet,ungrouped
mazedonien,17849,mazedonien,mazedonien,ungrouped
ch,17850,ch,ch,ungrouped
geplanten,17851,geplant,geplant,declension
lichtes,17852,licht,licht,declension
selektion,17853,selektion,selektion,ungrouped
maid,17854,maid,maid,ungrouped
ungehalten,17855,ungehalten,ungehalten,ungrouped
baumhaus,17856,baumhaus,baumhaus,ungrouped
banditen,17857,bandit,bandit,declension
akzentfrei,17858,akzentfrei,akzentfrei,ungrouped
niere,17859,niere,niere,ungrouped
geheimnisvolles,17860,geheimnisvoll,geheimnisvoll,declension
folgendermaßen,17861,folgendermaßen,folgendermaßen,ungrouped
diebin,17862,diebin,diebin,ungrouped
maulwürfe,17863,maulwürfe,maulwürfe,ungrouped
mandarinen,17864,mandarin,mandarin,declension
nachprüfen,17865,nachprüfen,nachprüfen,ungrouped
rülpste,17866,rülpste,rülpste,ungrouped
aufrechtzuerhalten,17867,aufrechtzuerhalten,aufrechtzuerhalten,ungrouped
kühlt,17868,kühlen,kühlen,verb
kaiserin,17869,kaiserin,kaiserin,ungrouped
billigsten,17870,billigst,billigst,declension
sirup,17871,sirup,sirup,ungrouped
brosche,17872,brosche,brosche,ungrouped
zuschlagen,17873,zuschlag,zuschlag,declension
instagram,17874,instagram,instagram,ungrouped
umbenannt,17875,umbenannt,umbenannt,ungrouped
überlistet,17876,überlistet,überlistet,ungrouped
nachbarzimmer,17877,nachbarzimmer,nachbarzimmer,ungrouped
juno,17878,juno,juno,ungrouped
einschränkungen,17879,einschränkung,einschränkung,declension
eingeschenkt,17880,eingeschenkt,eingeschenkt,ungrouped
verzaubern,17881,verzaubern,verzaubern,ungrouped
hierhaben,17882,hierhaben,hierhaben,ungrouped
wäscheklammer,17883,wäscheklammer,wäscheklammer,ungrouped
rapunzel,17884,rapunzel,rapunzel,ungrouped
schutzbrille,17885,schutzbrille,schutzbrille,ungrouped
allzuoft,17886,allzuoft,allzuoft,ungrouped
umweltfreundlich,17887,umweltfreundlich,umweltfreundlich,ungrouped
verkäuferinnen,17888,verkäuferinnen,verkäuferinnen,ungrouped
alligator,17889,alligator,alligator,ungrouped
kniff,17890,kniff,kniff,ungrouped
beklemmend,17891,beklemmend,beklemmend,ungrouped
slawische,17892,slawische,slawische,ungrouped
wohnungsschlüssel,17893,wohnungsschlüssel,wohnungsschlüssel,ungrouped
maultaschen,17894,maultaschen,maultaschen,ungrouped
frischhaltefolie,17895,frischhaltefolie,frischhaltefolie,ungrouped
demotiviert,17896,demotiviert,demotiviert,ungrouped
tiefkühlkost,17897,tiefkühlkost,tiefkühlkost,ungrouped
langfahren,17898,langfahren,langfahren,ungrouped
esther,17899,esther,esther,ungrouped
luxemburgisch,17900,luxemburgisch,luxemburgisch,ungrouped
rückmeldungen,17901,rückmeldung,rückmeldung,declension
schorsch,17902,schorsch,schorsch,ungrouped
orb,17903,orb,orb,ungrouped
timimoun,17904,timimoun,timimoun,ungrouped
elon,17905,elon,elon,ungrouped
gehaßt,17906,gehaßt,gehaßt,ungrouped
schuß,17907,schuß,schuß,ungrouped
müßtet,17908,müßtet,müßtet,ungrouped
zuschreibung,17909,zuschreibung,zuschreibung,ungrouped
mysteriöse,17910,mysteriös,mysteriös,declension
erahnen,17911,erahnen,erahnen,ungrouped
rastet,17912,rastet,rastet,ungrouped
erfundene,17913,erfunden,erfunden,declension
demokrat,17914,demokrat,demokrat,ungrouped
beugt,17915,beugen,beugen,verb
primzahlen,17916,primzahl,primzahl,declension
stundenplan,17917,stundenplan,stundenplan,ungrouped
komposition,17918,komposition,komposition,ungrouped
vermindern,17919,vermindern,vermindern,ungrouped
oberhaupt,17920,oberhaupt,oberhaupt,ungrouped
skandale,17921,skandal,skandal,declension
einsiedler,17922,einsiedler,einsiedler,ungrouped
bierflaschen,17923,bierflaschen,bierflaschen,ungrouped
düstere,17924,düster,düster,declension
clinton,17925,clinton,clinton,ungrouped
ausbreiten,17926,ausbreiten,ausbreiten,ungrouped
realisiert,17927,realisieren,realisieren,verb
schwätzen,17928,schwätz,schwätz,declension
fastfood,17929,fastfood,fastfood,ungrouped
wiederzufinden,17930,wiederzufinden,wiederzufinden,ungrouped
lebhaften,17931,lebhaft,lebhaft,declension
argentinier,17932,argentinier,argentinier,ungrouped
hacker,17933,hack,hack,declension
entlaufen,17934,entlaufen,entlaufen,ungrouped
nachzugeben,17935,nachzugeben,nachzugeben,ungrouped
günstiges,17936,günstig,günstig,declension
broccoli,17937,broccoli,broccoli,ungrouped
kochende,17938,kochen,kochen,verb
cocktail,17939,cocktail,cocktail,ungrouped
taifune,17940,taifun,taifun,declension
atomenergie,17941,atomenergie,atomenergie,ungrouped
geleert,17942,geleert,geleert,ungrouped
abgeschaltet,17943,abgeschaltet,abgeschaltet,ungrouped
weihnachtskarten,17944,weihnachtskarten,weihnachtskarten,ungrouped
sintflut,17945,sintflut,sintflut,ungrouped
gebeichtet,17946,gebeichtet,gebeichtet,ungrouped
jessie,17947,jessi,jessi,declension
popmusik,17948,popmusik,popmusik,ungrouped
reflektiert,17949,reflektiert,reflektiert,ungrouped
pisa,17950,pisa,pisa,ungrouped
diplomarbeit,17951,diplomarbeit,diplomarbeit,ungrouped
hingeben,17952,hingeben,hingeben,ungrouped
ito,17953,ito,ito,ungrouped
detaillierte,17954,detailliert,detailliert,declension
schiffs,17955,schiff,schiff,plural
ted,17956,ted,ted,ungrouped
polizeibeamten,17957,polizeibeamten,polizeibeamten,ungrouped
tennisschläger,17958,tennisschläger,tennisschläger,ungrouped
milden,17959,mild,mild,declension
sammelst,17960,sammelst,sammelst,ungrouped
addieren,17961,addieren,addieren,ungrouped
aufgehende,17962,aufgehen,aufgehen,verb
zivilisierten,17963,zivilisiert,zivilisiert,declension
elizabeth,17964,elizabeth,elizabeth,ungrouped
misserfolge,17965,misserfolg,misserfolg,declension
inakzeptabel,17966,inakzeptabel,inakzeptabel,ungrouped
kerne,17967,kern,kern,declension
petersilie,17968,petersilie,petersilie,ungrouped
lieblingsbeschäftigung,17969,lieblingsbeschäftigung,lieblingsbeschäftigung,ungrouped
wolkig,17970,wolkig,wolkig,ungrouped
vorrätig,17971,vorrätig,vorrätig,ungrouped
kirchenglocken,17972,kirchenglocken,kirchenglocken,ungrouped
vierblättriges,17973,vierblättrig,vierblättrig,declension
ausgetragen,17974,ausgetragen,ausgetragen,ungrouped
zusammengestoßen,17975,zusammengestoßen,zusammengestoßen,ungrouped
einstürzen,17976,einstürzen,einstürzen,ungrouped
segnen,17977,segnen,segnen,ungrouped
hereinkommt,17978,hereinkommen,hereinkommen,verb
erlebnissen,17979,erlebnissen,erlebnissen,ungrouped
spar,17980,spar,spar,ungrouped
hakata,17981,hakata,hakata,ungrouped
baseballmannschaft,17982,baseballmannschaft,baseballmannschaft,ungrouped
abtreibung,17983,abtreibung,abtreibung,ungrouped
golden,17984,gold,gold,declension
gate,17985,gate,gate,ungrouped
entspannte,17986,entspannt,entspannt,declension
brillante,17987,brillant,brillant,declension
jeff,17988,jeff,jeff,ungrouped
makel,17989,makel,makel,ungrouped
wohlhabende,17990,wohlhabend,wohlhabend,declension
heimatdorf,17991,heimatdorf,heimatdorf,ungrouped
bedienungsanleitung,17992,bedienungsanleitung,bedienungsanleitung,ungrouped
zuverlässiger,17993,zuverlässig,zuverlässig,declension
bin's,17994,bin's,bin's,ungrouped
entrüstet,17995,entrüstet,entrüstet,ungrouped
erweiterte,17996,erweitert,erweitert,declension
gigantische,17997,gigantisch,gigantisch,declension
überreicht,17998,überreicht,überreicht,ungrouped
konferenzraum,17999,konferenzraum,konferenzraum,ungrouped
berichterstattung,18000,berichterstattung,berichterstattung,ungrouped
konservative,18001,konservativ,konservativ,declension
mcdonald's,18002,mcdonald's,mcdonald's,ungrouped
schwätzer,18003,schwätz,schwätz,declension
hinauszugehen,18004,hinauszugehen,hinauszugehen,ungrouped
weitreichende,18005,weitreichende,weitreichende,ungrouped
nächstem,18006,nächst,nächst,declension
beträchtlichen,18007,beträchtlich,beträchtlich,declension
kontaktlinse,18008,kontaktlinse,kontaktlinse,ungrouped
gutaussehende,18009,gutaussehend,gutaussehend,declension
bedeutest,18010,bedeuten,bedeuten,verb
hundertsten,18011,hundertsten,hundertsten,ungrouped
persische,18012,persisch,persisch,declension
renovieren,18013,renovieren,renovieren,ungrouped
korrumpiert,18014,korrumpiert,korrumpiert,ungrouped
ordentlicher,18015,ordentlich,ordentlich,declension
spröde,18016,spröde,spröde,ungrouped
handgepäck,18017,handgepäck,handgepäck,ungrouped
gelehrsamkeit,18018,gelehrsamkeit,gelehrsamkeit,ungrouped
jubelte,18019,jubelt,jubelt,declension
flexibler,18020,flexibler,flexibler,ungrouped
ninja,18021,ninja,ninja,ungrouped
ermutigung,18022,ermutigung,ermutigung,ungrouped
gestützt,18023,gestützt,gestützt,ungrouped
äußerster,18024,äußerst,äußerst,declension
sparkonto,18025,sparkonto,sparkonto,ungrouped
tischdecke,18026,tischdecke,tischdecke,ungrouped
mützen,18027,mützen,mützen,ungrouped
laufend,18028,laufen,laufen,verb
zugewiesen,18029,zugewiesen,zugewiesen,ungrouped
rausholen,18030,rausholen,rausholen,ungrouped
wahnsinnige,18031,wahnsinnig,wahnsinnig,declension
chat,18032,chat,chat,ungrouped
unglaublichen,18033,unglaublich,unglaublich,declension
schüchterner,18034,schüchtern,schüchtern,declension
werner,18035,werner,werner,ungrouped
zugeständnisse,18036,zugeständnisse,zugeständnisse,ungrouped
freizulassen,18037,freizulassen,freizulassen,ungrouped
kilometerweit,18038,kilometerweit,kilometerweit,ungrouped
hindus,18039,hindu,hindu,plural
yoshida,18040,yoshida,yoshida,ungrouped
übertreten,18041,übertreten,übertreten,ungrouped
betrete,18042,betreten,betreten,verb
verehrten,18043,verehrt,verehrt,declension
verpetzen,18044,verpetz,verpetz,declension
inklusive,18045,inklusive,inklusive,ungrouped
aggressive,18046,aggressiv,aggressiv,declension
verlier,18047,verlier,verlier,ungrouped
zusätzliches,18048,zusätzlich,zusätzlich,declension
zersprang,18049,zersprang,zersprang,ungrouped
nachahmung,18050,nachahmung,nachahmung,ungrouped
autobiographie,18051,autobiographie,autobiographie,ungrouped
lehm,18052,lehm,lehm,ungrouped
erzürnte,18053,erzürnt,erzürnt,declension
bahnte,18054,bahnt,bahnt,declension
schilder,18055,schild,schild,declension
amtszeit,18056,amtszeit,amtszeit,ungrouped
forderten,18057,fordert,fordert,declension
historisch,18058,historisch,historisch,ungrouped
abendsonne,18059,abendsonne,abendsonne,ungrouped
kompensieren,18060,kompensieren,kompensieren,ungrouped
putzfrau,18061,putzfrau,putzfrau,ungrouped
todesfälle,18062,todesfälle,todesfälle,ungrouped
abgeschrieben,18063,abgeschrieben,abgeschrieben,ungrouped
hausfrauen,18064,hausfrau,hausfrau,declension
zudrücken,18065,zudrücken,zudrücken,ungrouped
yacht,18066,yacht,yacht,ungrouped
patrioten,18067,patriot,patriot,declension
rie,18068,rie,rie,ungrouped
sperling,18069,sperling,sperling,ungrouped
sorg,18070,sorg,sorg,ungrouped
studiengebühren,18071,studiengebühr,studiengebühr,declension
direktors,18072,direktor,direktor,plural
magnesium,18073,magnesium,magnesium,ungrouped
zuschauern,18074,zuschauern,zuschauern,ungrouped
gerötet,18075,gerötet,gerötet,ungrouped
verabredungen,18076,verabredung,verabredung,declension
hochheben,18077,hochheben,hochheben,ungrouped
massiere,18078,massieren,massieren,verb
verspottet,18079,verspottet,verspottet,ungrouped
schärfte,18080,schärft,schärft,declension
schecks,18081,scheck,scheck,plural
gekochte,18082,gekocht,gekocht,declension
prost,18083,prost,prost,ungrouped
pythagoras,18084,pythagoras,pythagoras,ungrouped
anschaute,18085,anschaut,anschaut,declension
traumwelt,18086,traumwelt,traumwelt,ungrouped
nachrichtensprecher,18087,nachrichtensprecher,nachrichtensprecher,ungrouped
konfrontation,18088,konfrontation,konfrontation,ungrouped
vertrat,18089,vertrat,vertrat,ungrouped
redakteur,18090,redakteur,redakteur,ungrouped
raketen,18091,raketen,raketen,ungrouped
watt,18092,watt,watt,ungrouped
robbe,18093,robbe,robbe,ungrouped
kommuniziert,18094,kommunizieren,kommunizieren,verb
verdreifacht,18095,verdreifacht,verdreifacht,ungrouped
erhabenen,18096,erhaben,erhaben,declension
lächerlichen,18097,lächerlich,lächerlich,declension
waterloo,18098,waterloo,waterloo,ungrouped
ignorierten,18099,ignoriert,ignoriert,declension
aachen,18100,aachen,aachen,ungrouped
geschliffen,18101,geschliffen,geschliffen,ungrouped
heuhaufen,18102,heuhaufen,heuhaufen,ungrouped
microsoft,18103,microsoft,microsoft,ungrouped
kontinuierlich,18104,kontinuierlich,kontinuierlich,ungrouped
bruchteil,18105,bruchteil,bruchteil,ungrouped
baldigen,18106,baldig,baldig,declension
leichtem,18107,leicht,leicht,declension
papiertüte,18108,papiertüte,papiertüte,ungrouped
gitarrespielen,18109,gitarrespielen,gitarrespielen,ungrouped
basieren,18110,basieren,basieren,ungrouped
vorsätzlich,18111,vorsätzlich,vorsätzlich,ungrouped
mathematiklehrer,18112,mathematiklehrer,mathematiklehrer,ungrouped
bequemes,18113,bequem,bequem,declension
flohen,18114,floh,floh,declension
nervte,18115,nervt,nervt,declension
rhabarber,18116,rhabarber,rhabarber,ungrouped
ölstand,18117,ölstand,ölstand,ungrouped
herstellt,18118,herstellen,herstellen,verb
hergestellte,18119,hergestellt,hergestellt,declension
schmeicheleien,18120,schmeichelei,schmeichelei,declension
klee,18121,klee,klee,ungrouped
schallplatte,18122,schallplatte,schallplatte,ungrouped
schraubendreher,18123,schraubendreher,schraubendreher,ungrouped
wahllos,18124,wahllos,wahllos,ungrouped
unterstreichen,18125,unterstreichen,unterstreichen,ungrouped
zerbrochene,18126,zerbrochen,zerbrochen,declension
brummte,18127,brummt,brummt,declension
verbrennung,18128,verbrennung,verbrennung,ungrouped
riesenspaß,18129,riesenspaß,riesenspaß,ungrouped
buntstift,18130,buntstift,buntstift,ungrouped
fernsehens,18131,fernsehen,fernsehen,plural
lächerlichkeit,18132,lächerlichkeit,lächerlichkeit,ungrouped
umzusehen,18133,umzusehen,umzusehen,ungrouped
lebensstandard,18134,lebensstandard,lebensstandard,ungrouped
hypothesen,18135,hypothesen,hypothesen,ungrouped
haarspalterei,18136,haarspalterei,haarspalterei,ungrouped
alphabetischer,18137,alphabetisch,alphabetisch,declension
verheirateter,18138,verheiratet,verheiratet,declension
mittelmäßig,18139,mittelmäßig,mittelmäßig,ungrouped
ablehnt,18140,ablehnen,ablehnen,verb
brustkrebs,18141,brustkrebs,brustkrebs,ungrouped
kleber,18142,kleb,kleb,declension
gewendet,18143,wenden,wenden,participle
unpassend,18144,unpassend,unpassend,ungrouped
allan,18145,allan,allan,ungrouped
entrichten,18146,entrichten,entrichten,ungrouped
kai,18147,kai,kai,ungrouped
spanischer,18148,spanisch,spanisch,declension
betätigung,18149,betätigung,betätigung,ungrouped
begründer,18150,begründer,begründer,ungrouped
pazifischen,18151,pazifischen,pazifischen,ungrouped
raubüberfall,18152,raubüberfall,raubüberfall,ungrouped
begegnest,18153,begegnen,begegnen,verb
brückensprache,18154,brückensprache,brückensprache,ungrouped
einschalte,18155,einschalten,einschalten,verb
glitt,18156,glitt,glitt,ungrouped
amerikanischem,18157,amerikanisch,amerikanisch,declension
gläubig,18158,gläubig,gläubig,ungrouped
redewettbewerb,18159,redewettbewerb,redewettbewerb,ungrouped
boutique,18160,boutique,boutique,ungrouped
zusammengesetzt,18161,zusammengesetzt,zusammengesetzt,ungrouped
gurke,18162,gurke,gurke,ungrouped
älterwerden,18163,älterwerden,älterwerden,ungrouped
andr,18164,andr,andr,ungrouped
descartes,18165,descartes,descartes,ungrouped
allah,18166,allah,allah,ungrouped
verallgemeinerung,18167,verallgemeinerung,verallgemeinerung,ungrouped
sprechern,18168,sprechern,sprechern,ungrouped
portrait,18169,portrait,portrait,ungrouped
haaresbreite,18170,haaresbreite,haaresbreite,ungrouped
liebesromane,18171,liebesroman,liebesroman,declension
malz,18172,malz,malz,ungrouped
obendrein,18173,obendrein,obendrein,ungrouped
messing,18174,messing,messing,ungrouped
durchquert,18175,durchqueren,durchqueren,verb
erwägt,18176,erwägen,erwägen,verb
stiehl,18177,stiehl,stiehl,ungrouped
sozialer,18178,sozial,sozial,declension
stechenden,18179,stechend,stechend,declension
android,18180,android,android,ungrouped
effizienz,18181,effizienz,effizienz,ungrouped
ansprüchen,18182,ansprüchen,ansprüchen,ungrouped
vorsorge,18183,vorsorge,vorsorge,ungrouped
unglückliches,18184,unglücklich,unglücklich,declension
löschten,18185,löscht,löscht,declension
bezaubert,18186,bezaubert,bezaubert,ungrouped
ungewissheit,18187,ungewissheit,ungewissheit,ungrouped
verehre,18188,verehren,verehren,verb
vinci,18189,vinci,vinci,ungrouped
derartigen,18190,derartig,derartig,declension
nachgewiesen,18191,nachgewiesen,nachgewiesen,ungrouped
strafbar,18192,strafbar,strafbar,ungrouped
ehegatten,18193,ehegatten,ehegatten,ungrouped
meinungsäußerung,18194,meinungsäußerung,meinungsäußerung,ungrouped
premierministers,18195,premierminister,premierminister,plural
net,18196,net,net,ungrouped
dativ,18197,dativ,dativ,ungrouped
quartal,18198,quartal,quartal,ungrouped
gemeinnützige,18199,gemeinnützige,gemeinnützige,ungrouped
irische,18200,irisch,irisch,declension
verraucht,18201,verraucht,verraucht,ungrouped
entlarvt,18202,entlarvt,entlarvt,ungrouped
lord,18203,lord,lord,ungrouped
algorithmus,18204,algorithmus,algorithmus,ungrouped
verwechselte,18205,verwechselt,verwechselt,declension
unermessliche,18206,unermesslich,unermesslich,declension
öffnest,18207,öffnen,öffnen,verb
meeresgrund,18208,meeresgrund,meeresgrund,ungrouped
nee,18209,nee,nee,ungrouped
wimper,18210,wimper,wimper,ungrouped
strichen,18211,strich,strich,declension
gesetzgebung,18212,gesetzgebung,gesetzgebung,ungrouped
larry,18213,larry,larry,ungrouped
züchten,18214,züchten,züchten,ungrouped
berauscht,18215,berauscht,berauscht,ungrouped
einkaufsbummel,18216,einkaufsbummel,einkaufsbummel,ungrouped
siezt,18217,siezt,siezt,ungrouped
reiskocher,18218,reiskocher,reiskocher,ungrouped
pöbel,18219,pöbel,pöbel,ungrouped
regelrecht,18220,regelrecht,regelrecht,ungrouped
romantischer,18221,romantisch,romantisch,declension
einzulegen,18222,einzulegen,einzulegen,ungrouped
tatsächlichen,18223,tatsächlich,tatsächlich,declension
tänzerinnen,18224,tänzerinnen,tänzerinnen,ungrouped
wolkenbruch,18225,wolkenbruch,wolkenbruch,ungrouped
sinnvolle,18226,sinnvoll,sinnvoll,declension
wirksames,18227,wirksam,wirksam,declension
rädern,18228,rädern,rädern,ungrouped
flughäfen,18229,flughäfen,flughäfen,ungrouped
herberge,18230,herberg,herberg,declension
oberstufe,18231,oberstufe,oberstufe,ungrouped
heldentaten,18232,heldentat,heldentat,declension
kenner,18233,kenn,kenn,declension
kriegsbeil,18234,kriegsbeil,kriegsbeil,ungrouped
mieteten,18235,mietet,mietet,declension
vorschuss,18236,vorschuss,vorschuss,ungrouped
einzuteilen,18237,einzuteilen,einzuteilen,ungrouped
zugeworfen,18238,zugeworfen,zugeworfen,ungrouped
einsames,18239,einsam,einsam,declension
möbliert,18240,möbliert,möbliert,ungrouped
überbleibsel,18241,überbleibsel,überbleibsel,ungrouped
reagierst,18242,reagieren,reagieren,verb
sphinx,18243,sphinx,sphinx,ungrouped
abonnenten,18244,abonnenten,abonnenten,ungrouped
überkommt,18245,überkommt,überkommt,ungrouped
graffiti,18246,graffiti,graffiti,ungrouped
ausnahmslos,18247,ausnahmslos,ausnahmslos,ungrouped
holländer,18248,holländer,holländer,ungrouped
zaubertricks,18249,zaubertrick,zaubertrick,plural
fernes,18250,fern,fern,declension
eineiige,18251,eineiige,eineiige,ungrouped
einteilen,18252,einteilen,einteilen,ungrouped
hypnose,18253,hypnos,hypnos,declension
geflickt,18254,flicken,flicken,participle
allesfresser,18255,allesfresser,allesfresser,ungrouped
annehmbar,18256,annehmbar,annehmbar,ungrouped
blinzelte,18257,blinzelt,blinzelt,declension
europäischer,18258,europäisch,europäisch,declension
ausgelöscht,18259,ausgelöscht,ausgelöscht,ungrouped
zirka,18260,zirka,zirka,ungrouped
gebrauchtes,18261,gebraucht,gebraucht,declension
untätigkeit,18262,untätigkeit,untätigkeit,ungrouped
jämmerlich,18263,jämmerlich,jämmerlich,ungrouped
geschäfts,18264,geschäft,geschäft,plural
gewöhnliches,18265,gewöhnlich,gewöhnlich,declension
world,18266,world,world,ungrouped
schädlichen,18267,schädlich,schädlich,declension
zerlegt,18268,zerlegen,zerlegen,verb
wissbegierig,18269,wissbegierig,wissbegierig,ungrouped
fahrens,18270,fahren,fahren,plural
aufschlussreich,18271,aufschlussreich,aufschlussreich,ungrouped
strickte,18272,strickt,strickt,declension
mikroben,18273,mikroben,mikroben,ungrouped
unfällen,18274,unfällen,unfällen,ungrouped
leukämie,18275,leukämie,leukämie,ungrouped
